Learner SignUp DateTime,Opportunity Name,Opportunity Category,Opportunity End Date,Gender,Country,Institution Name,Current/Intended Major,Status Description,Opportunity Start Date,Age,Engagement Duration,Month of SignUp,Day of Week of SignUp,Day of Month of SignUp,Year of Signup,Year of Birth,Season
3/6/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Information Technology And Management,Rejected,3/6/2023,32,0,June,Saturday,3,2023,1992,Summer
24/9/2023,Project Management Associate,Internship,11/4/2024,Male,India,Other,Data Science,Team Allocated,22/1/2024,21,80,September,Sunday,24,2023,2003,Fall
3/5/2023,Project Management Associate,Internship,11/4/2024,Female,India,Saint Louis University,Information Systems,Rejected,3/5/2023,23,0,May,Wednesday,3,2023,2001,Spring
25/6/2023,Project Management Associate,Internship,11/4/2024,Male,India,Gitam University,Electronics And Communication,Rejected,25/6/2023,25,0,June,Sunday,25,2023,1999,Summer
11/1/2024,Project Management Associate,Internship,11/4/2024,Female,Nigeria,Other,Public Health,Rejected,11/1/2024,20,0,January,Thursday,11,2024,2004,Winter
19/2/2024,Project Management Associate,Internship,11/4/2024,Female,Rwanda,Other,Economics,Rejected,19/2/2024,21,0,February,Monday,19,2024,2003,Winter
9/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,22/1/2024,24,80,January,Tuesday,9,2024,2000,Winter
14/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Business Analytics,Rejected,14/1/2024,24,0,January,Sunday,14,2024,2000,Winter
3/12/2023,Project Management Associate,Internship,11/4/2024,Male,Ghana,Kwame Nkrumah University Of Science And Technology,Other,Rejected,3/12/2023,25,0,December,Sunday,3,2023,1999,Winter
7/8/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Computer Science,Rejected,7/8/2023,22,0,August,Monday,7,2023,2002,Summer
12/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,12/1/2024,26,0,January,Friday,12,2024,1999,Winter
29/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,29/1/2024,24,0,January,Monday,29,2024,2001,Winter
13/7/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Computer Science,Rejected,13/7/2023,27,0,July,Thursday,13,2023,1998,Summer
24/8/2023,Project Management Associate,Internship,11/4/2024,Male,India,Other,Computer Science And Engineering,Rejected,24/8/2023,22,0,August,Thursday,24,2023,2002,Summer
25/7/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Computer Science,Rejected,25/7/2023,24,0,July,Tuesday,25,2023,2000,Summer
23/9/2023,Project Management Associate,Internship,11/4/2024,Male,India,Other,Chemical Engineering,Team Allocated,22/1/2024,24,80,September,Saturday,23,2023,2001,Fall
5/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Computer Information Systems,Team Allocated,22/1/2024,25,80,January,Friday,5,2024,1999,Winter
6/1/2024,Project Management Associate,Internship,11/4/2024,Male,India,Other,Business Administration,Team Allocated,22/1/2024,22,80,January,Saturday,6,2024,2002,Winter
29/12/2023,Project Management Associate,Internship,11/4/2024,Female,India,Chandigarh University,Computer Science And Engineering,Rejected,29/12/2023,24,0,December,Friday,29,2023,2001,Winter
22/8/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Team Allocated,4/4/2024,24,7,August,Tuesday,22,2023,2000,Summer
12/10/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Computer Information Systems,Rejected,12/10/2023,26,0,October,Thursday,12,2023,1998,Fall
30/11/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Team Allocated,22/1/2024,26,80,November,Thursday,30,2023,1998,Fall
5/1/2024,Project Management Associate,Internship,11/4/2024,Male,India,Other,Computer Science And Engineering,Team Allocated,22/1/2024,23,80,January,Friday,5,2024,2001,Winter
12/12/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,12/12/2023,25,0,December,Tuesday,12,2023,1999,Winter
6/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Team Allocated,22/1/2024,25,80,January,Saturday,6,2024,1999,Winter
10/9/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Team Allocated,22/1/2024,25,80,September,Sunday,10,2023,1999,Fall
16/6/2023,Project Management Associate,Internship,11/4/2024,Male,Ghana,Other,Other,Team Allocated,5/3/2024,26,37,June,Friday,16,2023,1998,Summer
19/5/2023,Project Management Associate,Internship,11/4/2024,Female,India,Saint Louis University,Computer Science And Information Systems,Rejected,19/5/2023,26,0,May,Friday,19,2023,1998,Spring
14/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Artificial Intelligence,Rejected,14/1/2024,26,0,January,Sunday,14,2024,1999,Winter
29/7/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,29/7/2023,26,0,July,Saturday,29,2023,1998,Summer
29/12/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Masters In Information Systems,Rejected,29/12/2023,22,0,December,Friday,29,2023,2002,Winter
12/7/2023,Project Management Associate,Internship,11/4/2024,Male,Nigeria,Other,Other,Rejected,12/7/2023,32,0,July,Wednesday,12,2023,1993,Summer
10/2/2024,Project Management Associate,Internship,11/4/2024,Female,Turkey,Other,Other,Rejected,10/2/2024,20,0,February,Saturday,10,2024,2004,Winter
8/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Health Data Science,Rejected,8/1/2024,27,0,January,Monday,8,2024,1997,Winter
25/9/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Data Science,Rejected,25/9/2023,31,0,September,Monday,25,2023,1993,Fall
24/5/2023,Project Management Associate,Internship,11/4/2024,Male,India,Vellore Institute Of Technology,Computer Science,Rejected,24/5/2023,23,0,May,Wednesday,24,2023,2001,Spring
5/1/2023,Project Management Associate,Internship,11/4/2024,Male,India,Other,Information Technology,Rejected,5/1/2023,29,0,January,Thursday,5,2023,1995,Winter
12/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,12/1/2024,30,0,January,Friday,12,2024,1994,Winter
20/2/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,20/2/2024,24,0,February,Tuesday,20,2024,2000,Winter
1/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,5/3/2024,23,37,January,Monday,1,2024,2001,Winter
30/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Computer Science And Information Systems,Rejected,30/1/2024,26,0,January,Tuesday,30,2024,1998,Winter
25/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,25/1/2024,25,0,January,Thursday,25,2024,1999,Winter
16/9/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,16/9/2023,24,0,September,Saturday,16,2023,2000,Fall
21/7/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,21/7/2023,25,0,July,Friday,21,2023,1999,Summer
9/12/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,9/12/2023,35,0,December,Saturday,9,2023,1989,Winter
8/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Project Management,Team Allocated,22/1/2024,35,80,January,Monday,8,2024,1989,Winter
10/8/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Computer Science,Team Allocated,19/2/2024,27,52,August,Thursday,10,2023,1997,Summer
2/6/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,2/6/2023,26,0,June,Friday,2,2023,1998,Summer
23/7/2023,Project Management Associate,Internship,11/4/2024,Male,India,Other,Computer Information Systems,Rejected,23/7/2023,24,0,July,Sunday,23,2023,2000,Summer
7/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,7/1/2024,24,0,January,Sunday,7,2024,2000,Winter
29/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Computer Information Systems,Rejected,29/1/2024,22,0,January,Monday,29,2024,2002,Winter
19/7/2023,Project Management Associate,Internship,11/4/2024,Female,India,Vemana Institute Of Technology,Computer Science,Rejected,19/7/2023,21,0,July,Wednesday,19,2023,2003,Summer
13/2/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,13/2/2024,26,0,February,Tuesday,13,2024,1998,Winter
7/8/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Other,Team Allocated,22/1/2024,22,80,August,Monday,7,2023,2002,Summer
1/12/2023,Project Management Associate,Internship,11/4/2024,Female,Pakistan,Other,Other,Rejected,1/12/2023,24,0,December,Friday,1,2023,2000,Winter
10/2/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,10/2/2024,25,0,February,Saturday,10,2024,2000,Winter
7/8/2023,Project Management Associate,Internship,11/4/2024,Male,Turkey,Other,International Business Management,Rejected,7/8/2023,29,0,August,Monday,7,2023,1996,Summer
25/7/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,25/7/2023,26,0,July,Tuesday,25,2023,1999,Summer
12/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Analytics,Rejected,12/1/2024,26,0,January,Friday,12,2024,1999,Winter
2/1/2024,Project Management Associate,Internship,11/4/2024,Male,Nigeria,Other,Other,Rejected,2/1/2024,30,0,January,Tuesday,2,2024,1994,Winter
7/7/2023,Project Management Associate,Internship,11/4/2024,Male,India,Other,Other,Rejected,7/7/2023,27,0,July,Friday,7,2023,1997,Summer
24/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,24/1/2024,23,0,January,Wednesday,24,2024,2001,Winter
24/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Analytics,Rejected,24/1/2024,29,0,January,Wednesday,24,2024,1995,Winter
5/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Data Analytics,Team Allocated,22/1/2024,26,80,January,Friday,5,2024,1998,Winter
18/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,18/1/2024,24,0,January,Thursday,18,2024,2000,Winter
21/2/2024,Project Management Associate,Internship,11/4/2024,Male,Ghana,Saint Louis University,Law And Legal Studies,Rejected,21/2/2024,24,0,February,Wednesday,21,2024,2000,Winter
24/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Other,Computer Science,Rejected,24/1/2024,17,0,January,Wednesday,24,2024,2007,Winter
22/1/2024,Project Management Associate,Internship,11/4/2024,Male,India,Other,Computer Science,Rejected,22/1/2024,23,0,January,Monday,22,2024,2001,Winter
23/12/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,23/12/2023,27,0,December,Saturday,23,2023,1997,Winter
1/6/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Artificial Intelligence,Rejected,1/6/2023,24,0,June,Thursday,1,2023,2000,Summer
28/5/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Other,Team Allocated,22/1/2024,49,80,May,Sunday,28,2023,1975,Spring
7/2/2024,Project Management Associate,Internship,11/4/2024,Male,India,Thiagarajar College Of Engineering,Computer Engineering,Rejected,7/2/2024,20,0,February,Wednesday,7,2024,2004,Winter
19/6/2023,Business Consulting,Internship,11/3/2024,Female,United States,Saint Louis University,Information Systems,Rejected,19/6/2023,35,0,June,Monday,19,2023,1989,Summer
21/8/2023,Business Consulting,Internship,11/3/2024,Male,United States,Saint Louis University,Applied Financial Economics,Rejected,21/8/2023,31,0,August,Monday,21,2023,1993,Summer
16/1/2024,Business Consulting,Internship,11/3/2024,Female,United States,Saint Louis University,Artificial Intelligence,Rejected,16/1/2024,25,0,January,Tuesday,16,2024,1999,Winter
29/8/2023,Business Consulting,Internship,11/3/2024,Female,United States,Saint Louis University,Information Systems,Rejected,29/8/2023,25,0,August,Tuesday,29,2023,1999,Summer
11/7/2023,Business Consulting,Internship,11/3/2024,Male,India,Saint Louis University,Information Systems,Rejected,11/7/2023,24,0,July,Tuesday,11,2023,2000,Summer
1/8/2023,Business Consulting,Internship,11/3/2024,Male,India,Other,Electronics And Communication,Rejected,1/8/2023,23,0,August,Tuesday,1,2023,2001,Summer
19/10/2023,Business Consulting,Internship,11/3/2024,Male,United States,Saint Louis University,Cyber Security,Team Allocated,5/3/2024,26,6,October,Thursday,19,2023,1998,Fall
7/7/2023,Business Consulting,Internship,11/3/2024,Male,India,Other,Business Administration,Rejected,7/7/2023,23,0,July,Friday,7,2023,2001,Summer
9/9/2023,Business Consulting,Internship,11/3/2024,Male,United States,Saint Louis University,Information Systems,Rejected,9/9/2023,23,0,September,Saturday,9,2023,2001,Fall
26/1/2024,Business Consulting,Internship,11/3/2024,Male,United States,Webster University,Data Analytics,Rejected,26/1/2024,23,0,January,Friday,26,2024,2001,Winter
21/2/2024,Business Consulting,Internship,11/3/2024,Other,Nigeria,Other,Other,Rejected,21/2/2024,32,0,February,Wednesday,21,2024,1992,Winter
15/8/2023,Business Consulting,Internship,11/3/2024,Female,Nigeria,Other,Economics,Rejected,15/8/2023,23,0,August,Tuesday,15,2023,2001,Summer
11/6/2023,Business Consulting,Internship,11/3/2024,Female,Nigeria,University Of Benin,Mathematics,Team Allocated,5/3/2024,21,6,June,Sunday,11,2023,2003,Summer
5/1/2023,Business Consulting,Internship,11/3/2024,Male,United States,Saint Louis University,Analytics,Team Allocated,22/1/2024,27,49,January,Thursday,5,2023,1998,Winter
